1047662	AZ
10687078	CA
11799439	IN
11199712	DC
4975005	WA
10379095	WV
712558	FL
2245221	CA
9858520	KA
11824417	WY
100822	NY
6845869	CA
981715	WA
3736602	FL
4827363	WV
11790790	AL
11742343	IA
4035864	WA
8376001	LA
10791931	NM
7596388	KA
8404318	HI
1368125	HI
1105805	FL
11789440	NM
11917339	LA
11723071	AL
1324802	LA
11884060	DC
11983036	KA
11679103	FL
5647659	AZ
931303	NY
149053	WA
12000842	DC
621316	IA
10480315	WV
11673061	NM
4652631	NC
11484766	GA
4141845	IN
11828602	HI
11838196	WA
4785114	KA
269035	IA
6114891	WV
11773210	GA
3534636	IN
2042004	IA
9809659	IA
8041213	AK
793891	AK
6720523	NC
11760880	NC
5888946	CA
11811247	WA
2485458	NY
5069802	IA
1266416	CA
11918866	FL
11841310	FL
11262634	IN
1121315	NC
5691525	WY
443602	FL
1497944	AK
115363	DC
6832075	WA
1608758	AZ
461173	NM
8342020	AK
7174273	AK
96982	AK
3219606	HI
5289288	IN
7969405	IN
4251546	KA
5447634	LA
2402610	IN
10509565	FL
352843	NC
11054401	KA
11556916	NC
11398765	WY
11909617	NM
315454	AZ
1704453	AZ
6329530	KA
9299677	AK
11992804	IN
1744230	NM
9771358	IN
8583532	AL
8965420	AK
6933388	AK
11986717	AZ
3520404	NY
3187539	AK
1567352	GA
4693632	NC
677824	AK
4827801	WA
10177987	WY
8078971	GA
5147832	AK
10854253	AK
6247864	NC
11725000	WA
13744	KA
1105556	WY
11780347	IA
6312337	DC
5828883	WA
11828353	WA
5938020	IN
7760065	FL
9187876	WV
7393303	AZ
3585153	AL
10982188	GA
11503975	GA
11796244	NY
11043061	LA
3118401	FL
11897602	HI
7314211	HI
7019311	NM
9541018	HI
319741	NY
4966536	NM
11544271	FL
2329296	NC
1925652	CA
3663495	KA
11867761	NY
11917495	NC
11784283	WA
6197649	WA
1525637	IN
11116312	DC
11758045	HI
10460383	GA
8263237	DC
2994921	HI
11766397	WV
8865811	HI
11390095	FL
11802208	AK
10942219	AL
7776688	WY
7479226	IN
485710	AL
11886994	IN
8409922	IN
11233636	NY
5999118	IN
5783481	IA
6485674	AL
1772805	FL
5023599	NY
1391717	AK
9084289	NC
925135	WA
7384435	IA
9919636	CA
672958	AL
5094258	WA
2906013	NY
4078857	KA
8079610	FL
8834017	WV
7515904	KA
11896078	FL
11572405	IN
11301148	CA
624463	WV
4640433	NM
11972548	DC
197758	KA
3421383	WA
9726280	IA
11580661	KA
244297	DC
3446142	WV
5928180	AK
11230348	AL
11936407	IA
8301076	IN
7648186	NY
1170458	WV
11803249	WV
9654310	FL
10176607	WV
9131515	CA
4915707	LA
10443658	WA
5951310	AZ
10333909	CA
9989779	AK
9802012	NC
9038584	NY
5065860	WY
1271255	KA
11839519	NM
2030808	NC
8564401	FL
657700	NM
11611480	AK
8040241	HI
10664923	WY
540370	CA
700825	AK
553663	HI
1577471	HI
1497281	NM
1951749	AL
5351370	WY
11705920	NM
4729203	NM
210754	GA
3946482	AL
1012256	FL
9692167	CA
2794446	FL
6575224	AZ
4343895	WV
9698161	AK
10023238	AK
673294	AK
11790613	CA
9807016	AZ
2867061	AL
3583182	HI
6018222	CA
6831868	IN
11372842	WA
339067	IN
7508302	IN
2835261	DC
11701249	HI
7973434	NC
423199	AL
7712680	LA
6919165	IA
8025412	LA
537247	DC
156892	FL
70465	AL
2435911	AL
4174897	CA
11759972	WV
7164323	NC
5990341	NY
2150677	NC
11765438	GA
169346	NY
11785709	GA
11903330	HI
10523348	GA
8572586	IN
6820850	CA
10851089	GA
11786378	FL
6137017	WA
1461798	WV
11647055	AK
11932844	WV
10991651	AK
2088694	IA
7173194	WY
3248593	IA
8545205	IA
11774543	NM
10423082	WY
1253769	LA
23567	NY
7344164	LA
7324136	WY
5433067	GA
1180590	LA
11770778	IN
8944187	AL
7823150	IA
5860648	NC
3754966	CA
423497	IA
5330548	LA
11738390	CA
11808644	KA
10045061	NM
2667343	IA
11826296	NY
2137996	FL
844976	AZ
11872208	WA
4526077	NM
1967800	WA
4209514	GA
2661043	WV
6760343	NM
7969520	NM
2262604	DC
10882667	IA
761090	WA
4282057	GA
11640386	WA
11132702	WV
5091964	FL
395384	AL
11800199	DC
6814154	CA
7736861	KA
11912606	WY
9053258	WV
477878	DC
1824841	NY
9130688	CA
9490436	NC
656243	NM
6323882	CA
6296708	DC
684134	CA
9581555	WY
968969	LA
2054434	WV
10637444	NC
3432244	WV
11058773	NY
11894930	AK
4874209	HI
1417185	HI
7412183	AK
11540249	AZ
3066295	FL
11886338	NY
11780618	KA
3884713	LA
6444776	DC
330242	AZ
975989	AK
9218066	WA
2208016	IA
11281238	WV
4601386	WV
11850656	CA
2140747	IN
4398166	NM
10066034	WA
10060283	AZ
9982106	IA
3986680	HI
412628	AL
7657853	AZ
11918114	WV
9318764	GA
1725664	LA
1633665	WY
9616763	IN
2908279	DC
901334	WY
10556519	IA
2586175	NC
11725415	AL
11619704	NC
3729490	GA
10744850	WV
1584945	WV
2259934	NC
11815961	CA
1930573	NC
11872364	CA
9208265	GA
9664208	NM
11768090	AZ
5565544	WA
6817835	CA
11883767	HI
5141365	AZ
1143066	WV
11908970	NM
5990248	AK
11819525	WA
7397504	FL
11158631	WV
7346393	WA
2806819	HI
4567795	AK
11839256	WV
19937	HI
568352	FL
6363050	AL
4730371	DC
3418876	DC
2899321	CA
126014	WA
10533011	WA
691505	LA
3904501	IN
11712542	DC
25124	NC
11755034	AL
5990611	DC
3659011	AL
2291710	WY
7825271	FL
4686871	GA
11459393	IA
10775354	NY
11933588	HI
9865772	AK
1485219	WA
2538148	DC
1360173	CA
9295187	HI
1683846	WV
1166898	NM
11913878	HI
5581345	IA
11797703	AZ
2172133	GA
769985	HI
11881232	LA
11857028	NM
10635386	FL
5676949	IA
11153582	HI
463463	WV
6269864	WY
2554537	FL
9525029	DC
10331864	HI
1499877	NY
1526406	LA
2270041	NM
3763267	WY
11922644	FL
11113298	WV
3007075	FL
6357152	HI
477902	GA
3865138	NM
6916919	KA
9795362	IN
1848292	LA
3580150	LA
2987755	WV
2658202	DC
11314853	AZ
2840134	NY
5698825	WV
6001936	CA
9194957	DC
6651824	WV
11837540	NC
188963	WY
4373371	NC
3162724	AL
9876857	IN
9667775	NM
10743932	IA
2572546	DC
6834161	NM
10111454	LA
11988068	CA
1143681	AK
7836530	AL
916538	NY
89558	LA
10799285	LA
2772319	AK
8758265	IA
2333176	WA
8319323	KA
2813359	LA
11948612	IA
147407	CA
6212720	IA
7195610	GA
11690510	WA
7454948	GA
7878485	AK
11949188	NC
1118820	NM
7126139	NY
11842670	AL
11993555	GA
1142154	CA
7102721	CA
260990	GA
9964443	KA
16404	GA
2583353	IA
1385083	CA
984993	FL
11753064	LA
11764215	HI
11699505	WA
1869908	NC
1588876	WY
1806998	NY
4323101	IN
2005559	NY
11509212	IN
761625	FL
8997372	AZ
11815170	WY
10847370	WV
1106272	AK
2504762	IN
11848815	LA
1733744	IA
4693472	NY
10954371	IA
6593031	CA
11216418	NC
7600725	IA
1053190	KA
8749986	CA
106941	KA
11552811	GA
1950209	KA
9614934	HI
8262732	WV
660921	IN
8655828	WY
6790065	GA
11355963	AZ
11573598	AZ
510036	LA
203175	LA
9646647	AK
8784015	LA
4885376	AL
362754	WV
3697484	DC
9073203	IA
11368152	GA
5582792	AZ
11752890	FL
5729921	DC
7607970	KA
11183052	WV
10526460	HI
3158810	HI
354132	LA
11588724	LA
7563114	AL
4041404	AK
8556033	AZ
258387	NM
8492856	AZ
3782870	IA
10800042	KA
5377037	AK
6535311	WY
1343788	DC
11734590	LA
8410692	AK
11869740	WV
9193539	AL
5185595	NC
65886	WY
5225423	WA
11908092	KA
1004875	AL
11508174	AZ
1436551	LA
3726215	AK
2803565	WV
3266303	AZ
6780663	WV
10871691	AZ
5286467	WV
10654347	CA
11176506	GA
11840484	NM
8476830	WA
11931069	AZ
5305430	AL
8737224	DC
3683408	CA
11028939	KA
11722161	NY
10480032	LA
1867151	NY
6145808	DC
5876384	NM
1384360	CA
9787803	IN
5478503	IA
85215	NC
11843982	CA
4368068	AL
7990095	AL
8373141	IN
11053554	DC
11663379	AZ
11892738	IN
345027	NM
6538278	WY
9581955	WV
595305	WV
978300	KA
9265302	WV
3989630	IN
11966541	AK
11939535	WV
10190607	GA
7677732	IN
10076487	IN
1758335	WA
4653485	CA
9022647	LA
1938359	FL
7149882	WY
1972031	AL
11313063	KA
10325004	AK
5875904	DC
9836706	IN
10248483	AK
10798266	LA
11031684	GA
10740963	AL
2567126	WY
6355560	WY
11373822	WV
4866908	IA
801861	WA
2683814	NM
10656609	CA
1026271	HI
11484246	AK
11865765	CA
5386826	NM
11614257	FL
2320553	AK
2677565	IA
7102764	DC
11941842	AZ
11609127	IN
5956553	AZ
3970241	AZ
1906361	GA
11205312	FL
11720469	LA
3114272	GA
8214369	WA
11390121	NY
11611020	WV
1169062	CA
141555	WV
11765106	LA
8212944	NY
902415	AL
11249670	IA
6716421	NM
4477439	HI
11666502	NY
6024122	WY
11420760	WY
4245446	WA
11465346	LA
6785862	AL
536262	AZ
11969817	LA
7053813	IN
1018828	IA
11785824	DC
4781450	IA
7362261	AK
1483390	WA
1842905	AK
8219196	IA
4403732	WA
11849727	NM
9055053	KA
11958687	AZ
6828120	KA
11963280	DC
10192092	AL
6473877	KA
2171120	AK
1315672	GA
5561480	WV
11823405	LA
30945	AK
10705248	GA
5436458	CA
2770274	IN
7023816	NC
5866637	WY
10601430	AL
1822379	NY
11623992	AK
2470859	GA
7648377	IA
9595563	WV
11022333	AK
4430204	NC
2816402	DC
4676117	HI
4560509	LA
11849187	WV
1377145	NC
11837685	WA
1888559	GA
9333030	GA
9673728	NY
7646358	GA
1427758	AK
4319615	NM
3123404	NC
4034825	WV
10646769	FL
2265497	HI
8882316	GA
1159240	HI
9870150	IA
5346095	KA
11774328	NM
286080	NC
1360939	AL
2650622	AZ
3723311	DC
4384775	CA
1305886	GA
11842191	IA
499917	GA
1986221	WV
3029642	DC
5299097	WA
8326080	NY
1175788	NM
9371703	WA
11020362	FL
11458752	NY
1626022	NM
8388600	AL
10297590	DC
5193485	CA
10267653	NM
11167908	IA
11844120	AK
4916945	GA
8037249	AL
10284786	AL
7658055	IA
8107578	NM
11806890	IA
10271283	DC
2194661	WY
9365244	LA
8111610	IA
11157972	NC
11543253	NC
10207455	NY
11994576	NC
155082	FL
8964697	IN
9396526	KA
3705183	AL
10639735	HI
11937916	WV
11332315	FL
10552579	NC
2805144	HI
8137534	IA
1430420	AL
5905035	NY
7158007	KA
8163412	NY
2081043	CA
1376627	GA
11447302	AL
11856604	FL
6773083	FL
11860051	CA
4689708	NY
6388753	LA
1915854	AZ
9651235	DC
8452246	FL
2664780	IA
492307	AZ
463213	NY
4265739	LA
8370334	AZ
10274125	WV
2304483	AL
4982271	NC
10272133	HI
4318239	WV
6242125	NY
11797477	WA
4902660	WV
4473327	IA
1222184	WA
3212865	WV
6465613	GA
453271	IN
1245887	GA
11870617	AK
10936066	FL
2849346	DC
10509715	IN
2819754	FL
5916816	WA
10441276	GA
5475906	GA
11804236	GA
863857	WA
11856883	NY
3154314	KA
11819425	HI
2656632	WA
10580311	FL
1787814	GA
9310528	WA
11473621	GA
5946921	NY
7150906	NY
11726212	IA
5520468	GA
11912953	WA
6540361	NC
9140224	AL
4331637	WY
11773105	NM
7875250	IN
10908154	FL
521554	CA
11538964	IA
9884248	WV
1797006	AZ
11756293	AK
7695859	CA
7932517	AL
4652358	GA
4443378	FL
7103113	WV
5339178	DC
10589041	NC
5906961	WA
10033765	AK
10872352	CA
4399002	NM
3136521	WA
2536650	IN
9929134	GA
200794	AK
11335999	WV
5483580	CA
10464334	NC
5353128	WV
10195009	WV
4037220	GA
10451788	IN
10989352	AL
4947603	NM
8082874	KA
5108826	IN
2983041	NM
4127268	WA
2463156	LA
7910335	DC
9911440	AK
6651940	KA
11819176	NC
1736844	FL
6602746	LA
3007014	KA
1156412	KA
9043093	AL
7926970	FL
2541348	AL
11818804	LA
6887992	HI
1812732	AZ
9751912	DC
49942	CA
4935426	IN
3957054	IN
2836350	KA
6097926	AL
11895241	DC
6700627	LA
10168645	IA
10181542	IN
10359427	DC
11815768	WA
1272656	LA
5908629	IA
9117196	GA
11937610	IA
9993814	IA
8241280	IN
10408903	LA
4926165	NM
8635165	AZ
1362485	NC
2192310	LA
9306649	CA
11188084	WY
6388645	IN
11874214	NY
4975170	AK
11703952	HI
8368852	WY
843400	AK
1723695	WV
10370098	FL
507913	WA
5630778	NY
4509096	AL
6656398	WY
11030563	FL
4153530	LA
9571777	WA
11775544	CA
10721203	AK
10759954	WA
11817163	WY
10836289	HI
9126253	GA
11757874	FL
11757394	DC
7704577	FL
3390417	NC
11659030	AL
6487762	FL
7469332	AK
1553537	WA
11751283	AZ
5174571	NC
9999127	IN
5511084	AK
2573127	DC
5416902	WY
1411541	NC
2511384	WA
6583273	IA
11753923	AZ
11798455	CA
7256341	LA
4543893	WV
6067590	KA
10989940	IN
8997460	NC
4831083	DC
5155035	WA
11940784	NY
4419834	HI
11820442	AK
6059313	KA
4456527	AK
398647	AL
7357126	CA
7223434	AL
11956879	GA
11796421	AK
6491677	AZ
539023	WA
7192927	IN
1668782	WY
4374258	GA
6327658	AK
5653071	CA
11858515	IA
6173517	NY
5319738	AK
10585282	IA
8295283	LA
7723441	DC
7487335	DC
645886	IN
327301	DC
7859524	AL
11845684	KA
11926981	IA
876298	CA
2011464	WY
3931173	LA
7235572	WY
66532	CA
1634753	HI
5675550	NY
997912	LA
10152334	AZ
7482427	HI
5894304	LA
133435	WA
5509839	AZ
2990310	AK
895810	AK
6574147	LA
1277159	HI
2761575	IA
9075184	CA
9794068	WY
7948624	CA
5584716	IA
10644487	KA
9647800	AL
1335189	NY
5363605	FL
3856027	AL
3892213	AZ
10845164	HI
5660086	IN
419348	CA
4658752	WY
9130088	AZ
4417924	IN
11919833	WY
2076667	NC
1085343	AK
1354089	AZ
6596777	WA
4160965	WA
8745788	WA
6787187	GA
11727146	IA
2619157	FL
10931957	HI
1366179	IA
11275856	CA
2782405	DC
2756236	AZ
3168859	FL
11871896	KA
10322327	CA
392102	NC
10531001	AK
10904672	NY
10014656	NM
11105849	NY
6797135	NY
11863550	NM
7070243	WA
6714608	LA
10452752	WY
892490	AK
3518410	AK
8960078	HI
1942747	GA
2019133	LA
11868779	AK
9264869	AL
3398989	LA
5794048	AL
5359882	LA
187676	NC
8797148	HI
7928354	WA
7437554	WV
6367064	HI
1854124	NM
7698092	AZ
1620021	NM
8367812	NC
6231557	IN
9211697	AL
6255419	IA
1014237	GA
11608469	DC
11133650	NY
230744	KA
9510800	KA
3932125	HI
11278616	WV
5276188	AL
8919071	WA
10216475	AK
8431361	WA
3077941	FL
7333766	CA
1215084	CA
11097716	WA
1857373	DC
4049659	AL
4989814	GA
10489454	GA
9480374	GA
7863338	WY
11754902	WA
1297248	NY
2092507	FL
11837360	GA
1013142	FL
2718289	FL
9481454	WA
11967434	LA
10153667	IA
6266192	HI
10381112	WY
3303064	DC
3166846	DC
3300430	DC
3949381	LA
11895299	NC
6250166	FL
1480218	WV
9167234	IN
8715470	LA
7211237	WY
11814044	HI
4492357	WV
1972129	CA
9294149	IN
126125	DC
2064292	DC
7771253	WY
5407270	WA
534062	GA
7320149	DC
5976718	NY
11378666	WV
5045227	FL
4699273	NM
9034811	LA
1964692	AZ
10800899	AK
668588	GA
588734	CA
10948109	DC
5982406	DC
2088676	IA
537980	CA
3046669	NM
1073631	IN
5703217	FL
1080420	NC
4108618	WA
8990411	AL
10014425	WY
6331985	AL
11904185	NM
8715761	WY
8447984	HI
5811412	DC
7721459	AL
3501286	LA
415784	NC
11716394	IA
4019836	WV
6340496	CA
10365158	GA
1522359	NC
10558019	WY
11890349	DC
10866704	DC
5200645	WV
8542346	GA
1679286	AL
8894375	NY
2899642	WY
4227175	FL
11106500	IN
9903362	LA
8192960	AK
7824713	AL
2991319	KA
517580	FL
7222499	NC
11867468	GA
1112544	KA
1534704	WY
8581604	DC
3911632	AL
11302508	CA
2689888	NC
7322024	NY
8649545	GA
6555572	NM
11832677	AZ
7670936	WV
7994837	NM
11913302	WY
7192793	GA
2658898	KA
11614496	IA
5737774	AK
5478655	NY
6831341	NC
5134333	KA
10826750	NC
11281814	AL
9360596	KA
10197035	HI
6812057	NC
5216218	AZ
4263268	WV
9237083	KA
6590900	WY
9541448	WV
7667894	LA
3876766	HI
11806823	WV
6328514	NM
11322719	HI
11848784	KA
11710004	CA
1134192	WV
10288553	NY
5295778	AK
10999925	WY
1392897	LA
11812580	AL
6131545	HI
7261757	KA
9743021	NY
141719	CA
7126967	WV
1614753	KA
1901272	WY
9399260	AZ
8157029	AK
11436362	AZ
6300575	CA
10577528	AZ
1238310	GA
6498374	FL
11994428	AL
6892466	IN
608042	IN
11676515	CA
9069497	NM
936494	CA
10071401	NY
1939534	KA
5184718	WA
11032724	WY
7071176	LA
11725580	IA
3902974	IA
10263578	GA
11573849	WY
3607039	NM
11269043	WA
11741789	WY
11715869	AL
3708472	KA
6766457	WV
9127397	NY
11221076	DC
340088	IA
9111776	CA
509600	FL
3867490	AZ
7474631	AL
2337736	FL
7512296	WA
5981599	LA
11657717	CA
2463098	NY
11922402	FL
6743700	LA
9299484	IN
9895395	WV
10206207	GA
7897881	NC
11579952	IA
7713372	WV
11878173	DC
995862	AZ
6599619	AL
2922515	NC
7575111	NC
4230977	AK
7359336	NM
6819	KA
7807311	NY
11793723	DC
3481706	FL
2872160	NM
5852900	NC
816213	AL
2295137	FL
11824500	LA
11853495	AL
3881909	NM
4804091	DC
11701704	HI
11886630	LA
11946897	HI
7581708	NY
3961841	GA
7099773	CA
10111950	HI
4805558	NM
11915634	AK
5117636	GA
11944566	IA
9811956	WY
1438045	WV
11835930	CA
5253011	WV
52074	IA
986160	WV
9242883	DC
4821779	HI
11730738	DC
1105510	AK
3551786	NM
1547335	DC
11270997	HI
1028434	LA
5829527	WV
9392211	WV
4926605	GA
990129	LA
10892841	WV
11540199	LA
9593181	WV
738999	DC
10850340	AL
2083877	WA
9919938	DC
11824476	CA
4216037	DC
10436967	IA
6890481	CA
736308	NY
11281707	IA
301857	DC
9308004	AZ
3126830	WV
5652614	NY
11663976	DC
3999272	CA
6244815	AK
3711590	AZ
7126845	NY
11384883	NM
2272958	LA
3486629	KA
11802498	FL
9011289	NM
3894173	AL
6561309	NC
805563	IN
1137055	FL
2147927	WA
9172344	WV
1613740	IN
9117534	WV
11636352	AK
9483405	NM
1574551	KA
9084096	NM
7008753	NY
1315444	AZ
3474146	AK
10489644	HI
2635634	LA
162414	NY
6450489	IA
11826528	AK
10167885	AK
2557085	NC
8870196	NY
11505813	WA
11851482	AZ
4954085	LA
7169595	WA
1427563	AZ
11515845	CA
2772110	CA
1876355	AZ
6226731	WV
8554464	GA
1938203	AK
1762556	KA
11816754	DC
1655674	DC
11891307	CA
10086945	KA
26133	CA
7791654	DC
3943331	IN
5499242	AZ
5720735	IA
5275487	NM
2500781	DC
3650408	WY
11752149	WY
279564	NM
73299	AK
11799693	NY
8316315	LA
8836068	IA
429846	DC
11432982	NY
10295715	KA
923757	WA
6052619	DC
5626568	IN
9739515	FL
4626533	FL
4641680	KA
4907630	HI
2856218	NY
193980	NC
6251862	NC
1983398	DC
10645473	LA
3877913	NY
3873626	WA
368691	HI
11739339	NM
10562811	HI
10609659	FL
5253155	IN
11863632	KA
10711074	NM
780717	IN
5433353	NY
3623603	WV
2190653	IA
11793810	LA
9450045	NY
7404	DC
62937	AZ
10412508	AZ
5842235	HI
9671577	WV
7693461	DC
9449007	AK
5972531	AL
1259374	LA
1818839	WY
11604660	FL
1023553	FL
5272691	GA
11494455	WY
4227893	DC
11769465	NY
11814546	AL
7193352	NM
8012646	AK
2279363	WA
6782097	AK
12003553	AK
934599	IA
9642414	WA
11785440	CA
5906057	WA
11402829	IA
8965047	IN
11906577	AL
2285234	NY
10290585	NC
10694628	IA
8990658	DC
720030	NC
4159199	NY
11896005	IN
11752263	IN
7885932	NC
9863607	AL
11794569	LA
2660759	AL
2769179	IA
11218005	FL
11769519	WY
1904279	WY
649605	WY
3589715	AK
5457113	AK
4023764	NY
11926056	AK
6006686	GA
10966017	FL
11727261	FL
11858376	NC
170961	IA
1555990	KA
6493779	IA
600360	IA
8000955	FL
10009176	IN
11851788	NC
1047226	IN
5824421	AZ
7137090	DC
9886233	WY
5445092	NC
11265540	LA
5285687	AK
528015	NY
5556374	GA
10049496	WV
9875244	NC
11881905	CA
3520484	AL
6860421	NM
9487152	FL
6332172	NY
349974	NY
1572526	AL
6457185	WA
10628376	CA
6335049	IN
11713857	FL
11611377	WV
4586387	GA
8138121	GA
8907687	WY
11249652	WA
10127139	FL
7462929	NM
7546845	WY
11820607	KA
11489827	FL
11951119	AL
10960171	IA
5616591	WA
3669657	DC
1898688	IA
10076956	NY
11950315	AK
1948947	AZ
1486850	FL
8627656	WA
11574727	KA
786559	IA
2975589	IA
11890525	IA
8557381	AZ
8951596	NC
8395273	WY
1374461	DC
115246	GA
1191860	HI
9308068	NM
8614567	KA
10391992	NM
11862910	NC
1183979	NY
495796	GA
11267095	KA
6607540	HI
11584054	DC
9239449	HI
8427457	HI
7634317	DC
7025494	WA
5482644	IA
1933677	NY
11740093	GA
10141768	NY
7127824	AL
1462718	GA
187141	FL
2922639	NY
4995249	CA
2311167	LA
11963830	WA
11790280	LA
10491778	DC
8288497	AZ
11776951	WY
8573068	AK
1568195	CA
5647161	LA
2882376	DC
11331100	IA
11895724	NM
11011693	AL
9371809	CA
2575155	AL
7741981	AL
1864170	KA
10314094	HI
514360	KA
4393131	IN
6939940	AL
11047	IN
11982562	WY
11474083	AK
7820536	AL
1848660	IA
9019885	IN
10673107	AL
11926711	AK
10198015	AK
1815231	NM
6660373	IN
4990578	AZ
8588512	IN
2655678	GA
7777183	WA
11466376	CA
3461985	FL
339070	AK
186202	AL
11854345	NC
376960	WV
9705670	WY
3233388	AK
317971	GA
10111567	GA
6288436	DC
10744483	GA
4040523	NC
560902	LA
7720135	NY
6906580	NY
5743194	HI
5689995	AZ
2280645	NM
9942202	IN
3897333	AK
7814638	LA
9147439	WA
8276905	IN
7377460	WY
4398114	WA
10496710	HI
11890756	NM
7199965	FL
8904736	DC
11621374	KA
11607760	KA
4611561	WA
7861807	IN
10201522	WV
11931091	HI
6519913	NY
6034998	IN
10944568	WV
955273	WA
4862034	DC
3760497	AL
103690	HI
11881786	IN
5384568	HI
1814922	WV
3922230	HI
1402073	DC
2289942	LA
176071	DC
11342443	AL
887092	CA
9873070	IA
8192719	CA
11210371	NM
2502999	IN
2292816	IA
5298189	FL
8084623	LA
1267304	NM
11780473	NM
8707888	AL
1528712	AK
5366130	IN
6413377	WA
3975459	FL
1023911	AZ
3826362	HI
11758210	HI
3042117	NC
11826319	DC
11539858	WY
4181904	WV
3959259	AL
9333142	KA
11624548	NY
3253896	NM
3544287	LA
9795454	WV
10571284	NC
8035021	NY
9184849	LA
11327242	NC
3120612	IA
649504	LA
1086215	NM
1863564	WA
11807533	WV
10299571	DC
8392648	NC
6824629	AL
11445502	DC
1228	NC
711202	NC
338248	IN
4959372	AZ
10004713	WY
526438	NY
7289509	WY
5122077	AK
2876079	LA
11957032	WV
590848	AZ
11724055	NY
8157187	IA
10273954	AK
11561158	WA
6456586	HI
11617912	CA
9425539	AZ
11420467	CA
5601591	DC
10954753	WA
2880342	AZ
11951002	WY
3303864	NY
2073738	WA
10948747	GA
3972387	KA
6450244	AL
6679321	WV
10596211	IN
2152521	HI
7725334	DC
3379140	GA
4227069	WY
11818861	AL
7875781	WV
11416858	IA
1657502	AL
11737252	DC
2298933	AZ
10908664	FL
10972417	NM
7779967	NY
1169180	WV
8367943	AL
3203151	NC
4750401	HI
